Latitude,Longitude,Timestamp,Weather,Age,Type_of_Vehicle,Accident_Held
10.95,77.18,2006-08-25 19:56:31,Clear,78,Bike,Yes
10.92,77.13,2016-07-15 00:18:58,Stormy,24,Bus,Yes
10.95,76.96,2000-02-01 16:28:02,Windy,22,Bike,Yes
10.81,76.87,1998-06-05 01:59:35,Clear,21,Bus,Yes
10.89,77.05,2015-03-08 02:17:15,Foggy,20,Bus,No
10.98,76.95,1992-10-18 13:59:03,Foggy,29,Bike,Yes
11.09,77.06,2019-04-06 20:01:48,Rainy,44,Auto-rickshaw,Yes
11.09,76.92,2009-07-24 17:52:13,Rainy,47,Bus,Yes
11.03,77.05,2018-07-30 15:47:05,Clear,27,Car,No
11.17,77.1,2011-04-06 05:39:31,Windy,74,Auto-rickshaw,No
10.89,76.88,2019-05-21 22:22:25,Foggy,54,Bike,Yes
11.18,77.14,2013-02-01 09:10:59,Clear,62,Auto-rickshaw,No
11.08,77.1,2006-03-24 00:52:05,Clear,26,Car,No
10.91,77.11,2011-02-10 15:31:17,Windy,39,Truck,No
11.14,77.14,1997-09-13 15:21:29,Foggy,33,Auto-rickshaw,No
10.84,77.14,1996-06-23 18:23:16,Clear,26,Car,No
10.82,76.85,2022-11-24 15:11:49,Foggy,51,Bus,Yes
10.84,77.05,2001-01-10 14:50:57,Foggy,60,Car,Yes
10.83,76.87,1995-06-08 05:56:21,Clear,37,Truck,Yes
10.93,77.07,2000-01-08 02:18:10,Foggy,46,Auto-rickshaw,Yes
11.1,77.12,1992-06-30 11:21:24,Rainy,58,Truck,Yes
10.95,76.9,2014-02-28 01:10:25,Windy,30,Bike,Yes
10.84,77.08,2009-08-12 02:12:07,Foggy,22,Bike,No
10.88,76.89,2019-07-16 13:42:32,Stormy,41,Auto-rickshaw,Yes
10.98,77.01,1998-07-29 20:54:52,Clear,73,Car,No
10.86,77.01,1999-12-24 04:13:28,Windy,58,Bike,Yes
10.81,76.93,2005-01-12 03:26:11,Windy,18,Car,Yes
11.13,76.96,2001-10-24 13:55:40,Stormy,40,Truck,Yes
10.82,76.88,2024-11-15 02:12:52,Foggy,42,Bus,No
10.9,77.16,1997-03-03 13:29:09,Foggy,65,Car,No
11.07,77.09,2014-02-07 13:31:25,Clear,44,Auto-rickshaw,Yes
11.09,77.19,2017-03-31 06:25:39,Clear,54,Truck,No
10.88,77.14,1997-07-02 16:18:09,Rainy,30,Car,Yes
11.05,76.94,1990-06-17 15:32:52,Rainy,71,Truck,No
10.91,77.09,1992-03-10 08:35:30,Foggy,25,Bike,Yes
10.89,76.94,2017-12-22 13:35:23,Foggy,36,Auto-rickshaw,Yes
11.03,76.89,1993-07-29 00:41:37,Foggy,64,Truck,No
10.85,77.02,2012-05-15 20:04:39,Foggy,50,Bus,Yes
10.89,77.0,2013-11-22 00:05:34,Rainy,56,Truck,No
11.0,77.06,1991-04-22 20:31:12,Windy,47,Auto-rickshaw,Yes
10.92,76.9,2007-10-19 14:29:48,Windy,58,Auto-rickshaw,No
10.96,76.92,2014-01-07 23:46:26,Stormy,64,Bus,Yes
10.99,77.04,2015-08-10 13:06:41,Windy,18,Truck,Yes
10.82,76.81,2003-03-15 07:27:52,Clear,58,Auto-rickshaw,No
10.84,77.1,2011-06-13 17:10:46,Clear,68,Bike,No
10.81,77.08,1998-11-19 17:09:52,Windy,62,Auto-rickshaw,Yes
10.85,77.06,2024-04-30 06:15:53,Stormy,34,Bus,Yes
11.06,77.17,2011-09-08 01:32:43,Foggy,53,Bike,Yes
11.18,77.09,2009-03-10 04:25:23,Foggy,50,Car,No
10.98,77.15,2009-07-24 17:52:13,Rainy,24,Car,Yes
11.07,77.01,2005-05-12 03:24:49,Windy,68,Truck,No
11.17,77.12,2006-08-25 19:56:31,Rainy,44,Car,Yes
10.81,77.16,2008-12-02 20:21:14,Stormy,32,Bike,No
10.83,77.15,2006-02-18 12:17:12,Foggy,59,Bus,No
11.09,76.98,2015-01-16 16:45:42,Windy,70,Bus,No
11.03,77.06,1999-05-14 07:30:01,Stormy,57,Car,Yes
11.08,77.1,2010-03-23 15:15:20,Windy,56,Car,No
11.2,76.89,1995-12-02 02:24:02,Foggy,39,Bike,Yes
10.9,77.01,2006-03-24 00:52:05,Rainy,31,Bike,No
10.91,76.94,2017-03-31 06:25:39,Stormy,49,Truck,Yes
11.04,76.97,1992-03-25 07:20:13,Rainy,18,Truck,No
11.0,77.01,2020-11-21 20:34:47,Rainy,44,Bus,No
10.87,77.02,2015-09-25 05:10:40,Clear,37,Truck,No
11.14,77.02,2011-04-07 01:42:42,Foggy,51,Car,Yes
10.82,77.03,2007-01-19 17:11:55,Stormy,42,Auto-rickshaw,Yes
11.07,77.07,2022-03-07 23:47:58,Rainy,22,Bike,Yes
10.97,76.94,2014-11-13 02:25:22,Windy,58,Truck,Yes
10.97,77.06,2008-12-22 07:37:19,Rainy,54,Car,Yes
11.18,76.92,2001-01-03 10:49:04,Rainy,78,Auto-rickshaw,Yes
10.93,77.09,2001-09-25 04:36:56,Rainy,58,Car,Yes
10.81,77.08,2007-12-25 21:24:23,Clear,38,Bus,Yes
11.16,76.81,1996-05-21 08:02:44,Foggy,73,Bus,No
11.01,77.15,2005-03-30 11:28:56,Clear,45,Bike,No
10.87,76.87,1997-01-16 05:28:19,Windy,24,Car,No
10.96,76.94,2024-11-05 16:39:38,Clear,22,Bus,Yes
10.95,76.89,2011-11-21 04:39:27,Foggy,28,Bike,Yes
11.17,76.99,2006-02-01 02:45:08,Stormy,48,Car,No
10.84,77.06,2005-11-20 01:28:24,Clear,23,Auto-rickshaw,Yes
11.18,76.88,2005-10-03 11:43:47,Stormy,18,Auto-rickshaw,Yes
11.07,77.13,2024-02-24 19:29:18,Clear,50,Auto-rickshaw,No
11.09,76.97,2023-02-07 12:07:26,Windy,54,Auto-rickshaw,Yes
11.02,77.18,2015-10-16 17:30:13,Stormy,42,Truck,Yes
10.9,76.97,2013-12-17 07:26:32,Rainy,40,Car,Yes
10.91,76.99,2000-04-21 01:13:46,Stormy,73,Truck,Yes
11.19,77.14,2010-11-20 11:40:39,Clear,56,Truck,Yes
11.04,76.81,1995-09-12 22:51:24,Stormy,65,Car,Yes
10.81,77.04,1997-01-22 05:04:46,Foggy,24,Bus,No
11.05,77.14,2000-02-05 08:38:16,Stormy,39,Car,No
10.81,77.06,2000-08-07 22:31:26,Clear,67,Bus,No
11.16,76.83,2010-01-04 20:18:43,Rainy,75,Truck,No
11.18,77.09,2006-04-02 10:04:17,Clear,68,Truck,No
11.12,76.85,1999-07-14 14:50:02,Stormy,26,Bike,No
11.07,76.92,2012-09-17 07:27:58,Foggy,20,Bike,Yes
10.9,77.16,2000-01-19 22:25:00,Clear,63,Bike,No
10.83,76.99,2023-04-28 19:23:51,Stormy,38,Bike,No
10.88,77.01,2023-07-18 11:56:34,Clear,69,Car,No
11.02,77.15,2012-11-04 20:59:02,Rainy,39,Car,No
11.05,76.96,2022-03-06 18:41:59,Clear,64,Truck,Yes
10.99,77.18,1997-07-22 22:26:19,Windy,41,Auto-rickshaw,Yes
10.92,76.91,1991-10-03 14:40:44,Windy,31,Auto-rickshaw,No
11.01,77.03,2010-12-05 06:49:22,Foggy,60,Truck,Yes
11.0,76.92,2021-04-12 12:50:43,Foggy,39,Bike,No
11.16,77.15,1993-11-23 05:31:40,Foggy,57,Truck,Yes
10.84,76.98,1997-11-17 19:38:39,Rainy,30,Bike,Yes
11.1,77.07,1991-11-11 08:09:53,Rainy,22,Car,No
10.85,76.89,2015-03-08 02:17:15,Rainy,41,Truck,No
11.1,77.05,2010-02-17 04:14:59,Clear,76,Bike,Yes
10.83,76.93,2011-06-13 17:10:46,Foggy,73,Auto-rickshaw,No
10.99,77.01,1992-07-15 17:40:01,Foggy,46,Car,Yes
11.05,77.12,2018-03-09 08:39:46,Clear,47,Auto-rickshaw,Yes
10.87,76.95,2011-12-28 06:48:28,Foggy,38,Auto-rickshaw,Yes
10.85,77.19,2006-04-05 13:56:45,Clear,74,Car,Yes
10.9,76.98,1992-03-28 19:31:26,Rainy,43,Bike,Yes
11.03,77.12,2001-08-10 05:44:02,Clear,67,Auto-rickshaw,No
10.9,77.09,2022-07-27 00:31:02,Clear,21,Car,Yes
10.91,77.2,2013-11-22 00:05:34,Stormy,35,Car,No
11.15,76.83,2012-12-01 13:10:32,Stormy,53,Truck,Yes
11.08,77.14,2001-05-31 17:21:20,Rainy,32,Car,No
10.87,76.91,1994-07-08 19:30:36,Foggy,24,Truck,Yes
10.87,77.07,2016-07-02 04:53:12,Foggy,50,Truck,Yes
10.85,76.83,1996-10-06 22:36:57,Foggy,75,Bus,Yes
10.93,77.07,2005-03-30 11:28:56,Rainy,42,Car,Yes
11.19,77.19,2000-07-18 11:42:51,Clear,70,Bus,No
10.91,77.07,1990-02-18 20:28:46,Foggy,20,Auto-rickshaw,Yes
10.89,76.99,2012-04-11 13:15:11,Stormy,39,Car,Yes
11.02,76.88,2003-01-05 18:31:21,Windy,35,Bike,Yes
10.86,77.18,2002-11-28 23:05:36,Foggy,38,Car,No
10.85,77.09,2016-04-24 09:53:06,Stormy,22,Bus,Yes
11.14,77.12,2006-06-09 05:41:46,Stormy,55,Car,No
11.14,77.04,2009-01-06 07:14:11,Stormy,50,Truck,Yes
11.11,76.95,2004-03-25 20:49:44,Clear,48,Truck,Yes
10.92,77.1,2022-11-12 07:11:30,Windy,42,Auto-rickshaw,Yes
10.88,77.07,2000-02-26 23:02:53,Stormy,67,Car,Yes
11.11,77.13,2005-11-20 01:28:24,Foggy,29,Car,No
10.98,77.09,1998-08-05 21:29:06,Foggy,54,Bus,No
10.95,77.03,2010-12-05 06:49:22,Foggy,70,Auto-rickshaw,No
11.01,76.84,2003-09-11 02:22:17,Stormy,68,Truck,No
11.04,77.12,2009-08-12 02:12:07,Clear,23,Car,Yes
11.08,77.0,1992-03-10 08:35:30,Windy,72,Car,Yes
11.08,76.88,1991-02-15 23:48:02,Windy,54,Car,No
10.83,76.82,2024-02-05 12:14:04,Windy,57,Auto-rickshaw,No
10.94,76.81,2016-04-24 09:53:06,Clear,39,Bus,Yes
11.13,76.8,2006-08-06 07:00:54,Rainy,31,Bike,Yes
11.01,77.0,2000-08-07 22:31:26,Foggy,64,Bus,Yes
11.06,76.99,2007-11-28 21:15:57,Rainy,43,Car,Yes
11.13,76.89,2006-11-19 00:27:42,Rainy,76,Truck,Yes
11.09,76.94,2001-10-29 20:57:21,Rainy,39,Truck,No
11.06,77.01,1998-03-04 18:29:59,Windy,44,Bus,Yes
10.85,76.98,1994-07-08 19:30:36,Windy,63,Bus,No
11.18,76.89,2016-07-02 04:53:12,Windy,50,Auto-rickshaw,No
10.84,77.18,2012-02-10 08:10:38,Clear,45,Bike,No
11.13,76.83,2008-05-23 08:17:09,Windy,69,Bus,Yes
10.96,77.14,2004-08-02 13:16:47,Foggy,25,Car,No
10.97,77.11,1990-08-04 02:35:34,Windy,25,Bus,No
11.14,76.97,2013-08-27 03:57:47,Clear,53,Bus,No
11.03,77.17,2018-03-06 15:38:57,Stormy,32,Bike,Yes
10.89,77.01,1998-07-29 20:54:52,Rainy,34,Bus,Yes
10.98,76.9,2004-08-02 13:16:47,Foggy,71,Truck,Yes
10.97,77.17,2010-11-06 04:56:17,Clear,77,Auto-rickshaw,Yes
10.99,77.13,1994-02-01 03:47:08,Stormy,43,Bus,No
10.86,77.17,2017-09-27 04:51:47,Stormy,20,Bike,Yes
11.03,76.96,2006-06-09 05:41:46,Foggy,50,Auto-rickshaw,Yes
10.8,76.96,2001-03-02 17:27:18,Rainy,64,Bus,Yes
10.97,76.83,2021-04-02 11:11:45,Stormy,46,Truck,Yes
11.09,77.18,2017-04-25 08:15:29,Clear,48,Car,Yes
11.07,77.07,2021-08-28 03:16:52,Windy,37,Bus,Yes
11.17,77.16,2021-05-22 10:17:54,Stormy,69,Auto-rickshaw,Yes
10.93,77.06,2023-07-18 11:56:34,Rainy,44,Car,No
10.93,77.09,2015-01-16 16:45:42,Stormy,66,Car,Yes
11.12,76.87,2004-03-25 20:49:44,Clear,71,Auto-rickshaw,Yes
10.84,76.94,2012-06-12 07:24:17,Clear,64,Car,Yes
11.08,76.81,2011-04-07 01:42:42,Rainy,36,Bike,No
10.83,76.85,1999-02-27 02:00:49,Windy,58,Truck,Yes
10.93,76.83,2014-07-03 00:52:59,Stormy,39,Truck,No
10.95,77.17,2008-05-28 06:59:03,Windy,75,Car,Yes
11.1,77.06,2019-07-16 13:42:32,Rainy,71,Car,Yes
10.85,76.82,2006-08-25 19:56:31,Windy,43,Bike,Yes
10.81,76.84,2019-05-15 16:45:24,Stormy,66,Bike,No
10.92,76.96,1992-07-15 17:40:01,Clear,21,Bike,Yes
10.83,77.02,2002-08-21 17:00:43,Windy,35,Car,No
10.97,77.18,2012-04-11 21:44:11,Stormy,71,Car,Yes
10.89,76.97,2012-01-01 14:05:21,Foggy,75,Truck,No
11.19,76.88,1994-05-26 07:54:17,Rainy,72,Bus,Yes
11.08,76.86,1992-11-25 13:01:05,Stormy,54,Car,No
10.89,76.87,1994-07-08 19:30:36,Clear,46,Truck,Yes
10.81,77.07,2019-05-21 22:22:25,Stormy,29,Car,Yes
10.9,77.14,1996-04-09 04:08:08,Clear,51,Car,Yes
11.16,77.18,2001-03-02 17:27:18,Windy,68,Car,Yes
10.97,76.87,2022-01-25 04:12:27,Stormy,53,Bus,No
10.95,76.92,2010-09-27 13:04:00,Clear,47,Bus,No
11.07,77.14,2007-11-28 21:15:57,Foggy,79,Bus,No
11.04,77.03,1991-01-20 23:25:19,Windy,52,Auto-rickshaw,No
11.18,76.84,1993-01-06 07:30:22,Foggy,51,Auto-rickshaw,Yes
11.12,76.82,2015-10-16 17:30:13,Clear,62,Bus,No
10.84,76.97,2011-02-26 03:20:48,Stormy,51,Car,No
11.18,77.0,2015-08-12 15:15:47,Windy,43,Bus,Yes
10.99,76.81,2005-03-04 02:08:43,Stormy,57,Bus,Yes
11.19,76.98,1998-09-07 09:23:48,Rainy,22,Bus,Yes
11.1,76.96,2006-03-30 00:35:59,Rainy,42,Car,Yes
11.09,76.93,2015-11-18 04:14:51,Foggy,32,Truck,No
11.01,76.93,2010-01-04 20:18:43,Stormy,36,Bike,No
10.83,77.05,2006-06-23 03:46:51,Windy,60,Car,Yes
10.89,76.91,2013-12-17 07:26:32,Foggy,37,Truck,Yes
10.88,76.81,2024-05-03 14:32:10,Stormy,66,Bike,Yes
11.11,77.15,2015-01-16 16:45:42,Foggy,32,Auto-rickshaw,No
10.96,76.87,1994-07-08 19:30:36,Clear,33,Car,No
10.95,76.85,2010-03-23 15:15:20,Rainy,76,Car,Yes
10.82,76.94,2014-02-28 01:10:25,Rainy,75,Car,No
10.87,76.89,1992-11-25 13:01:05,Stormy,44,Bus,Yes
11.16,77.17,2000-07-18 11:42:51,Rainy,22,Bike,Yes
10.9,76.99,2014-02-07 13:31:25,Windy,72,Auto-rickshaw,No
11.07,76.91,1998-08-05 21:29:06,Rainy,29,Car,No
10.98,77.01,2021-02-06 17:45:05,Windy,32,Auto-rickshaw,Yes
11.09,76.98,1990-06-17 15:32:52,Windy,27,Bike,No
10.8,76.81,2013-11-22 00:05:34,Foggy,31,Car,Yes
10.99,77.16,2000-08-20 05:14:22,Clear,64,Truck,No
11.18,77.0,1998-01-28 15:09:36,Rainy,70,Bus,Yes
10.9,77.07,2002-09-07 10:32:38,Windy,69,Car,No
10.91,76.91,2016-10-24 16:01:34,Foggy,39,Bus,Yes
10.9,77.1,2010-12-26 06:15:02,Stormy,72,Bike,Yes
10.85,76.86,2023-07-18 11:56:34,Rainy,60,Auto-rickshaw,No
10.92,76.97,2018-03-06 15:38:57,Foggy,60,Auto-rickshaw,Yes
10.84,76.91,2002-08-24 10:35:40,Rainy,26,Car,Yes
10.99,76.91,2000-02-26 23:02:53,Foggy,66,Car,No
10.88,76.86,2011-03-14 16:59:30,Clear,22,Bike,Yes
11.06,77.15,2011-06-13 17:10:46,Stormy,44,Truck,No
11.06,77.19,2013-02-26 07:30:43,Clear,62,Bike,Yes
11.19,76.91,1998-06-05 01:59:35,Windy,21,Bike,No
11.09,76.9,1996-01-22 13:17:36,Rainy,72,Bike,No
11.12,77.2,1992-03-28 19:31:26,Clear,72,Car,Yes
10.83,76.84,2015-10-29 01:26:15,Clear,28,Car,Yes
11.12,76.91,2020-05-31 11:40:57,Windy,56,Car,Yes
11.0,77.16,2004-11-22 18:51:36,Foggy,67,Bike,Yes
10.99,77.03,2024-11-15 02:12:52,Foggy,41,Bus,No
11.17,77.02,2002-10-03 08:49:05,Stormy,73,Truck,No
11.17,76.84,2007-02-04 18:50:17,Foggy,31,Auto-rickshaw,Yes
11.1,77.2,1998-09-23 03:42:45,Stormy,35,Truck,Yes
11.15,77.02,2011-12-27 18:37:45,Clear,36,Bus,Yes
10.96,76.92,2017-03-10 15:04:22,Rainy,51,Truck,Yes
11.04,77.15,1994-08-23 16:42:05,Clear,35,Truck,Yes
10.87,76.92,2007-05-16 05:31:11,Foggy,76,Car,No
10.98,76.81,2012-04-11 21:44:11,Stormy,49,Truck,Yes
11.11,77.16,2015-10-06 00:22:40,Foggy,50,Car,No
11.15,76.84,2013-11-22 00:05:34,Windy,60,Bike,No
10.99,76.84,2014-01-07 23:46:26,Windy,49,Bike,Yes
11.08,77.01,1999-12-23 07:14:42,Clear,60,Car,No
10.98,76.89,2008-12-22 07:37:19,Windy,46,Bus,Yes
11.16,76.92,1990-06-11 22:57:54,Clear,47,Truck,Yes
10.95,77.2,2012-07-12 08:27:16,Foggy,39,Car,Yes
11.04,76.97,2024-02-24 19:29:18,Windy,78,Car,Yes
11.07,76.85,1990-08-22 18:51:20,Windy,75,Bike,No
11.06,76.8,2018-05-06 20:14:14,Stormy,30,Bus,Yes
11.13,76.88,2009-07-24 17:52:13,Foggy,49,Bus,No
10.97,77.06,2011-11-23 10:25:30,Windy,35,Auto-rickshaw,No
11.04,77.12,2013-11-18 01:28:43,Foggy,19,Auto-rickshaw,Yes
11.14,77.14,2020-04-05 13:25:35,Clear,60,Truck,No
10.99,76.96,2001-10-04 10:03:45,Clear,63,Bus,No
11.15,76.85,2010-02-16 18:44:33,Stormy,71,Bus,Yes
10.98,76.95,2012-07-12 08:27:16,Windy,57,Bus,Yes
11.19,76.85,2018-03-06 15:38:57,Clear,40,Truck,Yes
11.01,76.9,2021-06-07 12:09:39,Windy,68,Car,No
10.99,77.14,2005-02-12 07:59:26,Stormy,37,Car,Yes
10.8,76.83,1997-06-27 03:39:18,Foggy,20,Car,Yes
10.89,77.07,2016-05-31 22:59:04,Windy,69,Bus,No
11.07,77.12,1992-05-08 06:40:33,Stormy,74,Bus,No
11.04,76.99,2014-02-28 01:10:25,Clear,48,Bike,Yes
10.9,77.16,2023-02-07 12:07:26,Rainy,70,Truck,Yes
11.01,77.13,1995-05-24 14:29:57,Clear,35,Bus,No
11.16,76.83,2019-10-31 18:06:45,Foggy,70,Bike,No
10.99,76.86,1992-10-17 18:51:28,Foggy,32,Auto-rickshaw,No
10.95,76.88,1998-11-19 17:09:52,Clear,70,Car,No
10.9,77.11,2010-10-30 03:46:50,Stormy,60,Truck,No
10.95,76.97,1999-10-12 00:56:32,Windy,42,Auto-rickshaw,Yes
10.87,76.98,1990-04-06 20:58:40,Windy,48,Car,Yes
11.16,76.96,2015-09-25 05:10:40,Stormy,37,Car,No
11.19,76.91,2004-11-22 18:51:36,Foggy,78,Truck,Yes
10.94,76.87,1993-11-23 05:31:40,Clear,53,Car,Yes
11.01,76.9,2019-09-04 17:42:30,Rainy,27,Bus,Yes
10.88,77.16,1991-12-14 12:13:40,Clear,75,Truck,No
10.84,77.17,1999-10-12 00:56:32,Windy,78,Bus,No
11.19,77.08,1997-08-30 23:16:06,Windy,77,Auto-rickshaw,No
10.97,76.9,1994-05-26 07:54:17,Windy,32,Auto-rickshaw,Yes
10.82,76.93,2011-04-13 01:19:12,Foggy,35,Truck,No
11.07,77.06,2011-04-13 01:19:12,Foggy,69,Car,Yes
10.99,76.84,1990-08-04 02:35:34,Stormy,37,Truck,Yes
10.85,77.09,1999-05-14 07:30:01,Rainy,34,Car,No
11.15,77.11,2006-09-29 20:17:37,Rainy,40,Bus,Yes
11.0,76.95,2010-04-11 01:37:06,Windy,56,Bus,Yes
10.91,76.99,2018-05-06 20:14:14,Stormy,34,Truck,No
10.94,77.12,2001-09-25 04:36:56,Clear,34,Auto-rickshaw,No
10.99,76.86,2003-01-05 18:31:21,Foggy,25,Bus,No
11.13,77.03,1990-12-13 15:46:00,Clear,57,Bike,No
10.93,76.95,2008-05-28 06:59:03,Clear,77,Truck,No
10.88,76.82,1990-06-26 19:56:24,Clear,68,Bus,No
10.98,77.12,1992-01-29 10:06:20,Clear,39,Bus,No
10.83,76.86,2024-07-28 22:06:15,Clear,45,Truck,No
10.9,76.98,1998-01-28 15:09:36,Rainy,52,Car,Yes
11.1,76.81,2019-01-28 17:28:02,Clear,28,Auto-rickshaw,No
11.14,77.03,2015-08-29 14:10:31,Windy,65,Truck,Yes
10.97,76.96,2012-01-10 13:35:32,Windy,26,Bus,No
10.87,77.02,1995-08-30 12:44:43,Stormy,21,Car,No
10.91,77.08,2007-11-08 11:51:35,Windy,42,Bike,Yes
10.95,77.13,1998-07-29 20:54:52,Rainy,24,Bike,No
11.13,77.11,1990-08-04 02:35:34,Windy,26,Auto-rickshaw,No
11.12,77.07,1992-10-17 18:51:28,Clear,52,Bike,No
10.84,77.17,1997-06-27 03:39:18,Foggy,54,Auto-rickshaw,No
10.99,77.16,2001-08-10 05:44:02,Foggy,58,Car,No
11.02,77.04,1997-07-22 22:26:19,Windy,31,Auto-rickshaw,Yes
10.82,77.06,1991-09-17 00:10:13,Clear,57,Car,No
11.06,77.18,2006-01-08 22:17:58,Rainy,34,Auto-rickshaw,Yes
10.96,76.88,2018-05-06 20:14:14,Rainy,18,Truck,No
11.19,77.07,2001-10-13 19:37:38,Rainy,37,Bike,No
10.95,77.05,1991-05-10 07:59:19,Stormy,67,Auto-rickshaw,Yes
11.05,77.02,2007-08-26 01:54:16,Stormy,45,Bike,Yes
11.09,77.07,2015-02-15 02:39:31,Windy,63,Bike,No
10.89,77.1,1998-09-07 09:23:48,Clear,38,Car,Yes
11.08,76.86,2000-02-01 16:28:02,Windy,58,Bus,Yes
11.16,76.96,2009-09-21 00:04:51,Windy,68,Bike,No
10.82,77.11,1996-05-21 21:22:26,Clear,69,Bike,No
10.84,77.1,1997-03-02 02:36:35,Clear,76,Bike,Yes
11.01,77.05,1997-07-02 16:18:09,Stormy,77,Truck,No
11.13,76.97,2005-07-09 04:23:28,Clear,68,Car,Yes
11.04,77.02,2007-10-05 23:52:45,Stormy,22,Car,No
11.18,76.95,2021-02-12 03:14:05,Foggy,23,Car,No
10.89,76.88,1990-10-21 00:48:27,Stormy,69,Auto-rickshaw,No
11.08,77.05,1999-05-14 07:30:01,Stormy,54,Auto-rickshaw,Yes
11.15,76.87,2007-10-04 08:53:45,Rainy,71,Truck,No
11.15,76.84,1992-04-20 11:25:41,Clear,22,Car,Yes
11.0,77.16,2004-08-02 13:16:47,Stormy,79,Car,Yes
11.06,77.09,2018-05-06 20:14:14,Rainy,37,Bus,No
11.11,76.96,1999-02-27 02:00:49,Clear,40,Car,Yes
11.03,77.19,2000-04-21 01:13:46,Windy,57,Bike,No
10.92,76.88,1996-09-18 05:02:48,Foggy,65,Car,Yes
11.06,77.0,1995-06-08 05:56:21,Foggy,78,Truck,No
11.01,76.93,2024-02-24 19:29:18,Stormy,51,Bus,No
10.92,77.14,1999-05-09 02:40:35,Stormy,48,Bus,Yes
11.18,76.91,2015-09-25 05:10:40,Rainy,66,Auto-rickshaw,Yes
10.92,77.03,2021-02-17 00:42:12,Foggy,67,Auto-rickshaw,No
11.18,77.1,2008-08-31 00:57:18,Rainy,36,Truck,No
11.06,77.06,2003-09-11 02:22:17,Stormy,34,Truck,Yes
10.96,77.05,2012-02-07 14:05:00,Clear,43,Car,Yes
11.17,77.19,2001-01-10 14:50:57,Clear,69,Auto-rickshaw,No
11.02,77.06,2000-10-24 14:06:12,Clear,41,Truck,No
11.1,76.82,2002-10-20 21:24:43,Clear,71,Car,No
11.01,77.03,1992-07-15 17:40:01,Stormy,18,Bus,No
11.0,77.02,1994-04-26 12:06:37,Foggy,28,Truck,No
11.07,77.16,2000-07-18 11:42:51,Foggy,24,Bike,No
10.8,77.01,1993-11-23 05:31:40,Foggy,60,Bike,No
10.91,77.05,2012-01-11 23:04:43,Stormy,69,Car,Yes
10.99,76.84,2011-03-14 02:18:12,Windy,77,Car,No
10.91,77.12,2013-11-18 01:28:43,Clear,18,Bus,Yes
10.85,77.07,2010-03-23 15:15:20,Windy,30,Bike,No
11.08,76.98,1994-08-23 16:42:05,Foggy,33,Car,No
11.09,77.18,2015-02-15 02:39:31,Foggy,65,Auto-rickshaw,No
11.12,77.15,2018-05-07 23:57:04,Stormy,65,Bus,No
11.05,76.9,1990-03-27 07:00:32,Clear,79,Truck,Yes
10.99,76.81,2005-10-17 14:39:04,Clear,73,Bike,Yes
10.83,77.02,2005-02-12 07:59:26,Windy,32,Auto-rickshaw,Yes
11.05,76.88,2023-09-24 16:58:38,Windy,77,Car,No
11.15,77.15,2003-11-20 15:18:37,Foggy,51,Car,No
10.88,76.98,1992-04-02 02:45:14,Foggy,38,Bus,Yes
11.0,76.82,2022-11-12 07:11:30,Clear,55,Truck,Yes
10.99,77.0,2010-11-22 00:26:22,Clear,43,Bike,No
11.11,77.06,2013-12-17 07:26:32,Foggy,24,Truck,No
11.06,76.88,2024-05-03 14:32:10,Foggy,26,Bus,Yes
11.05,76.84,2015-10-29 01:26:15,Foggy,30,Bike,Yes
11.16,76.8,2021-02-08 04:41:22,Windy,39,Bus,No
11.12,77.15,2022-12-19 19:49:42,Windy,58,Truck,No
11.02,76.97,2015-07-19 18:11:53,Rainy,28,Bike,Yes
11.05,77.08,2014-01-07 23:46:26,Stormy,34,Truck,No
10.84,77.05,2024-04-30 06:15:53,Stormy,26,Bike,Yes
11.17,77.16,2013-02-01 09:10:59,Clear,58,Bike,Yes
10.94,77.12,2022-02-16 12:12:28,Clear,33,Truck,Yes
10.93,77.09,2011-04-07 01:42:42,Windy,46,Bus,No
10.82,76.96,1998-09-23 03:42:45,Clear,62,Bus,Yes
10.88,76.96,2020-01-16 22:51:46,Clear,50,Bus,No
10.91,77.16,2022-03-07 23:47:58,Foggy,25,Bus,No
11.08,77.11,2004-04-06 23:03:35,Rainy,75,Auto-rickshaw,No
11.11,76.82,2008-08-31 00:57:18,Clear,60,Auto-rickshaw,Yes
11.13,76.84,2022-06-30 11:43:55,Foggy,64,Truck,No
10.85,76.96,2008-09-02 22:47:13,Stormy,40,Bus,No
11.14,76.97,2004-10-02 18:24:48,Rainy,41,Car,No
11.06,76.99,1992-03-28 19:31:26,Stormy,50,Auto-rickshaw,No
11.14,77.0,2014-06-14 22:08:45,Stormy,55,Auto-rickshaw,Yes
11.14,76.81,1994-04-03 22:36:47,Rainy,26,Truck,No
11.09,76.84,2003-09-11 02:22:17,Stormy,60,Truck,No
10.94,77.02,2015-09-09 16:59:42,Clear,69,Bike,Yes
10.89,77.18,2021-03-28 05:37:17,Foggy,67,Bus,No
11.05,76.93,2000-08-20 05:14:22,Windy,19,Car,Yes
10.93,76.98,1996-10-06 22:36:57,Clear,50,Bus,Yes
10.84,76.87,2010-10-31 20:23:30,Rainy,34,Bus,Yes
11.03,76.81,2014-06-14 22:08:45,Stormy,66,Bike,No
11.12,76.92,2011-03-13 13:03:30,Rainy,79,Truck,Yes
10.8,76.93,2003-04-27 08:18:03,Rainy,33,Bike,Yes
